review,label
Giving feedback after using iPhone 5S last 25 days. I ordered this phone on Amazon Diwali Dhamaka deal @ 29999. I got amazing deal with best price. It is brand new genuine apple iPhone in sealed box with accessories having apple India warranty. I did not have any problem till date.,1.0
"Mine came in a sealed box, charger seemed a little bulkier than usual but the phone itself seems to be of good quality. Checked the serial numbers online in the apple website, seems legit. Good performance, excellent camera and the look of the phone is simply stunning. Got it at a discounted price, simply loved the colours and the finish. Liked it much more than iPhone 6, overall a very satisfactory buy. Thank you Amazon.",1.0
I was getting problem with front camera and when visited to apple care. They told me that product was not fresh and someone has already played with its hardware. The cost to repair hardware to make camera work is 21000 and it is worst product of Amazon. I am totally unhappy with amazon and suggest you not to buy costly products on amazon.,0.0
"I want to keep the review short and simple. An iPhone is an iPhone and nothing can replace it. Let technology simplifies ones life and the one mediated through iPhone exactly does that. Firstly I got a defective product and it was a bit disappointing, however, when requested to Amazon they replaced with an another one which is working absolutely fine. Thank you Apple and thank you to Amazon too for your services as my first iPhone experience is overwhelming. :) Cheers!",1.0
"Bought this to gift my brother on his birthday. Amazon packing was good and item delivered was good and no problem with the product even after 7 months. As it is an Apple product i've not come across any performance issues to complain here. Just felt that should have gone for 32GB or 64GB because 16GB storage isn't sufficient at all. AFter 300-500 pics, memory will be used up and then regret starts. Overall product is good.",1.0
"Delivery on time and nicely coordinated. Did a lot of research before placing the order especially the seller detail ""Green Mobiles"". Everything turned out good and I am highly satisfied with the product.",1.0
"WOWza! brand new and orignal product, confirmed the same after registering the phone with apple(i purchased from the seller CLOUDTAIL during special promotions on the Diwali Sale, got it at the mind blowing price of Rs 16300 (after accounting for HDFC cashback offer).thank you amazon for this amazong deal, glad i did not fall for 6s sale which was by some other seller, i think seller makes all the difference while buying iphone online, ws retail on flipkart and cloudtail on amazon.cheers.",1.0
"The product was received on time and with good & firm packaging. The product however is not as described! It says the phone is a new one, but you can verify that with the serial no on Apple's website. The phone I received was manufactured in 2013. Most likely this is a refurbished product, good news the website confirmed a year's warranty on this old manufactured phone. Guess that's more assuring than the description. Over all a good phone, didn't face any issues up till now.",0.0
"Ordered this phone just last week, it's a defective piece the device while restarting shows blue screen of death and it's a looping issue it reboots and shows blue screen tried to return the device but could not do so as amazon policy says customer has to provide the apple service center report that they have worked on it and could not fix it then only amazon will replace it . It was a really bad experience I am not going to order any thing from amazon now on .",0.0
"Delivery: On time and good packing by sellers GadgetDirect and ThinkGeek.Warranty: Checked the serial number on Apple site and no problem with 1 year warranty from the date I activated phone.Performance: 10/10Stability: 9/10Consistency: 10/10Looks: 10/10Sound: 9/10Camera: 8/10Design: 10/10Privacy Control: 10/10Battery Backup: 7/10Compatibility: 2/10Overall: 8.5 out of 10.(+) Performance - Apple designs both hardware and software so even the seemingly ordinary specs deliver vertex of performance.(+) Stability - No abnormal reboot or termination of applications. This phone doesn't hang.(+) Consistency - What performance and stability you are getting today, it won't diminish with time. Your phone remains same after months and years.(+) Looks - I have Space Grey color. The appearance is ineffable, I'd call it verbatim beauty.(+) Sound - Crisp and clean. Speakers are loud enough without leaking the sound. Put it close to ears and you will hear delicate punches of bass!(+) Camera - Don't expect SLR segment. Snaps in day and night both can be tagged on decent mark.(+) Design - 4"" is business elegance. Comfortable to hold and operate by single hand. This could be last offering from Apple in 4"" segment.(+) Privacy Control - One must factor that this phone delivers. No application can play stunts accessing any of your information without permission.(+) Battery Backup - Around 22 hours with normal usage and WiFi on. Charging takes 2 hours.(-) Compatibility - This is where new users need to think. You can't just connect a USB cable and copy files in a trice from PC. Peering with any other phone is not available. Apple talks with Apple devices or through safe passage of iTunes. However, these constraints only give Apple the matchless stability and security.Deficiencies:Apple map is not accurate so download Google map which is a minute worth task. Siri is not fluent with Indian accent as Google voice but she tries to learn. The text keyboard has odd placement of period (.) key, it's in in numerics keypad which is bit tedious while composing emails and message. On few 32 GB handsets there may be a slight yellow tint. Apple support claims its just the color profile / variance and not an issue. Depends now on user if they get adjusted as it might make their color preference look better. I though opted a neutral one. Last, this is a very delicate gadget and need to be handled carefully or with protective covers. ""A drop can result exorbitant repair charges.""Final Say:This phone has the outstanding combination of consistent performance and appearance. If compatibility is not an issue then this phone by no means would let you down on the paid price. IOS 9 will enhance the performance further as it will be half the size of IOS 8.",1.0
Today I received brand new set of Apple iPhone 5s. It's mfg in the month of April this year. It's very good brand new phone with Apple india warranty. Seller is highly recommended. I will use the phone and I will review in detail later.,1.0
Yes phone was a new however the charger was that of iPad. Phone may get damaged now if I charge with that charger. I think this has to be conveyed to apple and Amazon that the package was containing wrong materials.,0.0
"The best and cheap iPhone you can get now! It is just awesome it's my first iPhone and I'm really satisfied with it, as we all know that it was launched in 2013 but still as compared to other phone it works flawlessly, latest manufactured and import, warranty and service are activated, good battery life (Normal use), good and very fast camera, everything works good no issues, comes with latest version of iOS 9.2.",1.0
"I bought this product from amazon and found voice is very low and cracking, Also, mic is not working. It's very strange how come such problem we can see in new product. I have returned the item same day, however, no call or mail received regarding this from amazon till now.(After two days).",0.0
"Received damaged piece..device corners are rough and uneven...poor voice quality and regular beep sound during call duration..mike does not work sometimes when on speaker..I did not get any email,ticket number of the return/refund..I hope Amazon responds to it's customers.",0.0
Received an absolute new Packing in an awesome condition an APRIL 2016 made model...Thank you Amazon...Kudos to the seller... an what to say about I-phone... :) it's just out of the world...the build quality the simplicity is really nice...I wish there were more than 5 stars I cud give to amazon for such a wonderful experience...,1.0
"I love apple's products. No any brand/company can take apple's place. I use iphones from last 10 years. My first iphone was 2G even when apple's any product not launch in india.now i have iphone 6s. But i buy iphone 5s for my dad. He is new to use apple's iOS product(iphone5s). He is very excited to use iphone 5s. Yeepee i got 5s in only 20500? on deal. Packing was great & Delivery was on time as amazon do always perfect. Guys din't worry apple's any product is perfect just ignore 1,2,3 star's and negative comments. Illiterate people who don't know how to use iphone those kind of people do negative comments/feed back. Just ignore those craps. Buy it on deal when prices are decries.but back side din't know meaning of 'Self Declaration-Conforming to IS13252 (Part 1):2010,R-4101...""???",1.0
Absolutely loving this product. I am new to apple environment and still leaning few tricks. Amazon delivered this product before time and yes this is brand new Iphone with manufacturing date of Jan 2016 with pre installed IOS 9.2. This is a genuine product as I have confirmed this from apple site.32GB Iphone 5S below 25k is worth a deal.,1.0
"I have used android and windows phones before this for 4 years and was looking at iphone for some time .Now that the prices are bit customer friendly, decided to finally go for it.Firstly i was thinking of buying 6 or 6s but if you are new user and want to check out iphone and capabilities then 5s is great for you. Do not Buy 16gb one if you plan to listen to music and click few photos. as about 4-5 gb is taken by os and you will have only  11 gb. I bought 32 gb and been using it for about 3 days now.Must say this is the best smartphone I have used. And android and windows does not come near this.I don't want to write features review etc. but having used android and windows before this, can safely say that this is the best one.5s will serve  your needs just great.go for 32gb.Got original product from amazon and warranty checked.Delighted to own an iphone and not just because it's an iPhone but it's simply the best smartphone out there.Don't think twice.",1.0
Very very good product a must bye for all having a tight budget . This phone is amazing the packing the box the lock is really great . One really minor setback to this amazing phone. It gets overheated while charging .. In all a really great product amazons shipping and delivery was really quick as.,1.0
"I HAVE NOT BOUGHT IT FROM AMAZON BUT THIS PHONE IS FANTASTIC PHONE. I HAVE 3 5S IN MY HOME. GOLD 32GB IS USED BY MY WITH AND OTHER TWO SPACE GREY AND SILVER ARE USED BY ME. THEY ARE REALLY WORTH BUYING. EVERY PENNY I SPENT ON THEM IS WORTH. I DONT PUT CASES ON MY PHONE WHICH LEAVE ME WITH WONDERFUL FEELING OF HOLDING SUCH A FINELY CRAFTED PHONE.I BOUGHT TWO 5S IN 2016, ITS ALMOST 3 YEARS SINCE ITS INTRODUCTION BUT I BET NONE OF YOU CAN FEEL THE SLUGGISHNESS IN THE PHONE ON NORMAL DAY TO DAY USAGE. I PLAY GRAPHIC INTENSE GAMES LIKE NOVA 3 AND MODERN COMBAT 5, BOTH RUNS PREETY GOOD.FOR ME BEING A 5S ADDICT CANT FIGURE OUT A SINGLE FAULT IN THIS PHONE. ANYONE CAN LIVE WITH THIS PHONE HAPPILY.",1.0
I selected 1 day delivery and got it. The phone came packed in original Apple packing--exactly like it would be in any Apple store worldwide. I could set up the phone in 15 minutes and update to new IOS 8.3. I have other iphones and this one is for my son. We use the same Apple user ID so I don't have to buy the apps I have purchased earlier. My apps synced with iCloud and setting up the new phone for use is very easy. Would recommend all to buy the iphone 5s from Amazon.,1.0
I ordered this phone from amazon on 09 Nov 2015 and it was delivered on 12 Nov 2015. Phone is in absolutely in New condition. Phone runs fine and there is not such a major issue with it. But two things I noticed about this phone1. First was that left speaker in the bottom of phone produces extremely low sound or I may say that It's not working at all.2. Second one is when I play NFS on iPhone for 5-10 minutes it's back start heating (not very high but noticeable). Although the issue of speaker doesn't bother me as rarely I use speakers and the sound is coming perfect in the earphone. The other speaker is already working for producing good sound (But the second one should also have been working).Overall a good experience with phone with features and price but a bit disappointed with the non working speaker and heating slighting while playing game.,1.0
"5s is the best phone you can buy when it comes to the build quality. I bought it yesterday from amazon, seller : gadget direct. Before receiving the phone i was worried about if i got a fake one or damaged product, but none of that happened. Got a perfect phone. So let me list down the pros and cons.Pros1- comes with ios 9.2.12- no lag whatsoever3- amazing display and build quality4-camera is awesome5-finger print scanner works like a charm6- comes handy with 4 inch display.Cons:1-heating issue. It heats up with very normal usage2- battery drains out real quick. But charging it up takes a little time, so it neutralizez it.",1.0
"Credible, time tested phone received in excellent condition. Delivery was also prompt. I am happy with the i phone 5s, which I have purchased for my father. I think recently launched I phones are beyond reach of average Indian smartphone buyer. In spite of excellent product quality, Apple is likely to loose ground in our country due to Such overpricing.",1.0
"Sweet phone, ordered it as soon as the price dropped to 21.5K. Running ios 9.2 now, smooth and clean.Would not recommend the 16 GB version since you will definitely run into space issues very very fast. Consider the 32 GB version, the extra dough is definitely worth spending for an additional 16GB space. 16 GB works for me coz I am not a heavy app/music user. My requirement is around running basic apps with some social networking and messaging. Phone meets my requirements perfectly.Amazon service and delivery was up to the mark. No delays and good packing. So 5 Star!!",1.0
"Right after receiving the product you can check if the product is genuine or fake just goto https://selfsolve.apple.com/agreementWarrantyDynamic.do and enter serial number of your iphone if u are doing above procedure before even switching on your iphone they it will give a msg ""No details for the above product found"" else it will show you today's date and under one year of warranty.",1.0
"Awesome product from Apple ever. I had purchased this product from Amazon to add upto my apple environment at home. At first I was little worried whether to purchase it from e-retail store or from some offline store as most of the e-comm websites including Amazon did not mention anything about 4G support which is the main reason I am upgrading from Samsung S4. Since I found a great deal from Amazon I booked it on the night of January 25th. Then I had sent my query to Cloudtail, who is the selling this product in Amazon. Amazing thing is I got an instant reply from the Cloudtail about its 4G compatibility. I got the product delivered to me on January 26th Morning even though I did not opt for express service. The product is 100% genuine apple iPhone. It is imported version and it is compatible to Airtel 4G LTE services. As Airtel uses 2300Mz range for 4G services or Band-40. Most of the imported phones especially imported from US are not supported in India 4G services.Thanks for Amazon for providing me best deal and amazing experience.",1.0
"This phone had heating issues, charger problem, audio issue when on call. I guess amazon is selling deFect products. I had already got rreplacement due to heating issue of the i phonee but repalced order too had so many issues which i mentioned above . So better think once before placing i phone order on amazon.",0.0
I first ordered the iPhone on paytm but they are bad and they provided me defective set. After that I shifted again to Amazon because I trust them! And now I'm writing this review from the same iPhone ! iPhone is good and perfect ! I've checked the warranty on apple website and it clearly telling me that my iPhone is genuine ! Thanks Amazon !,1.0
"I was purchased my Phone , and when I switch  on of  my phone so no sound came from phone so I was inserted SIM in it and Started the phone and That time I feel the ringer of my iPhone 5s is not working. So I just want to say to Amazon please be maintain your market value to avoid these types of Harassment on New products to your valuable Customers.....",0.0
"1. Getting difficult to answer calls as the swipe function doesn't move at times, not sure what's the cause.2. Original white box external box seems to have been damaged, how can it have stains when the box is supposed to covered by transparent polythene, stains everywhere which tells that the package has been opened and repacked so as to appear new.3. I have a feeling that it's a refurbished phone and not a new phone. Am a regular user of iPhone / apple products for many years, something wrong with this phone and seller",0.0
"I bought it to gift my wife who was looking for a handy 4 inch phone. After reading multiple reviews about fake mobiles in online sales, I thought of checking the authenticity. Though the phone looked very new, I thought of calling the iPhone customer to confirm if the  iPhone that I bought is genuine. Got to know that the product is original and has 356 days of warranty remaining. This cleared my major problem.I was using iPhone 5 earlier and currently using 6plus. When I compare it with iPhone 5, this phone is way better and complete value for money. Getting a good phone for less than 21k with Apple brand wasn't so easy earlier. But, Apple finally realised the price war in India and put a competitive price that tempts a lot of people like me. The phone is currently running with 9.2 iOS and absolutely there was no issue so far in terms of operating. Before buying the only other phone I looked was oneplus x. The display in oneplus x is excellent but as an expert of using android and apple mobiles in the past I decided to go for 5s by paying 4K extra which worth considering the brand and durability.Thanks to amazon and gabbardeals for providing a genuine product for competitive price. If you have a dream of owning a iPhone and of you are happy with small phones with 4inch display, without any doubts you can buy this. This will be a complete value for money. iPhones never get older and you will have good buyback when you want to upgrade.Finally, as soon as you buy the phone please check if the product is genuine by calling Apple support. If you find that it's not original you can return it else be like a happy customer like me :)Happy shopping!",1.0
I received this phone on the 24/5/2015. I was very excited but just after 3 days of usage the phone is overheating very quickly and in app sounds have just dissapeared. There is no volume in any of apps but the ringtone and everything are still working. It's overall a superb phone by apple but something faulty with the retailer maybe. I would still recommend this phone but maybe not from Cloudtail. I'm gonna talk to Amazon about this....,0.0
Device had issues with the camera after 2 weeks.  I had to go to Apple Service Center to get it fixed.  Got the new iPhone and it's working fine.,1.0
It came out of shock for me when I saw the mobile which I purchased for 22800 was available not at just Rs. 18000 and that too just after my 2 weeks of purchase on Amazon only. I felt cheated. Not at all happy with my purchase,0.0
"Hi guys,Rocking commitment and delivery from Amazon I ordered for the iPhone 5s on 28 mar Mng 8am I received the product on same day. Kudos for Amazon for delivering on time.....So far the product is concern over all performance is good. Head phones are awesom but Apple R&D should play a great role to improve the battery backup considering Indian networks and coverage.Only concern is battery back up, easily getting drained by frequent searches of network....",1.0
"Review on my iPhone-5S :The item got delivered within a day I ordered. Packing was good. Got an original IPhone-5S. Thanks Amazon.Specification Review :Camera is great.Model received was A1530, which supports Airtel 4G in India. Phone gets heated only when we continuously try to use 4G internet.With full day on 4G internet, the battery comes for 8 hours.Overall, I am satisfied. Thanks Apple and Thanks Amazon",1.0
Very bad experience product was good only for 10 days after that lots of problems. Like phone getting more heat during internet usage and charging . and home button is not desponding properly . and mobile internet is not convecting while turn on the internet network is completely going after informing to Amazon also there is no response . I paid 21 thousands for this product now I am helpless bcs I purchased from online if I would have purchased from any store I would have get replaced immediately so friends plz don't prefer Amazon for big purchase.,0.0
the product and the delivery is too good. I am using this phone from past 1 month until now i've not got any issues. its working absolutely fine. thanks for the low price amazon and also for the 7000 cashback offer... :),1.0
"Got brand new iphone 5s for 17,700 (cashback on SBI card included) . Checked serial number on apple support site. Shows original, authentic product with exact 1 year warranty cover w.e.f today!Overall great experience. Bought it from ""green mobiles"" .",1.0
Bought this iPhone from cloudtail. It's a great buy. The product came in original packaging and after checking for the warranty online it showed a full one year warranty. The delivery was made before expected time. It was a fab experience overall. If you want to purchase it's a thumbs up for it..,1.0
I bought 5s space grey from Amazon but still it's getting too hot I am going to replace in this weekend...So I suggest to all if you Please replace this types of problematic products as soon as possible,0.0
"Seller is awesome! Ordered the phone on FEB-25 and got it on 26. Genuine Product.Model A-1530 - compatible with India LTE band and has One year warranty.I was and Andriod user for 3 years. Got fed up with the Lolipop update. It made my phone (Moto g 1st Gen) slower.Hence went for the iphone.Pros:App interface is different from Android, its simple.Camera is awesomeStandby time is really awesome!you wont be disappointed.Cons:Compared to Android it is IOS is little restricted :) , you will get used to ititunes is something which I am still getting used to.Its does get heated up after heavy usage, which is normal with any product.Since it is a metal body the intensity is slightly more. It also depends on the room temp.Battery life: it varies from 4hrs to 10hrs depending on how heavy the usage is. There are days when I have got it for 17hrs as well. Don't worry about it.",1.0
I believe that not intro needed for apple products. This is my 3rd apple product and living to the expectation. Being it software or hardware apple inc craft the products to its perfection. And the packing and delivery by amazon is excellent.,1.0
"Talking about the positives of this phone is not necessary because most people already know it! The phone was in good condition,the delivery was prompt,no hassles..the gold iphone has a sexy look to it and at just 38K it was more than just worth it! This phone is for folks who just wanna get their work done without any issues or delay! If you want 100 latest features as and when they come,you need an android device but if you want the relatively new features to work 100% without fail or any glitches ios devices wont disappoint you!",1.0
"If you don't have an iPhone, you don't have an iPhone! Well said by Apple. Well, straightaway telling you, if you fond of big and larger screen phone, it is not for you! Switching back from 5"" or larger screen phone to iPhone will not satisfy you in terms of its display. Over all it's very light, touch is nice, rest it's an iPhone so no need to write much. With respect to purchase an iPhone from Amazon is excellent experience. Of course phone comes with Apple Warranty. No need to worry about that. It came with iOS 9.2.2 genuinely. Well if you're an Apple fan and want to use Apple in this price you can definitely go for iPhone 5S otherwise there are many brands available by spending 2-3k more like OnePlus Oppo etc.",1.0
Superb phone with a very good price. No need to tell explicitly about the features of IPhone. Was very afraid about the 'genuinity' before buying this product but Amazon really kept its promise. I am new to IPhone but love it very much because of its compactness and its robustness. Just love it.one thing to mention it came with upgraded IOS version 9 by default.,1.0
As expected this phone is awesome..thanks amazon for the genuine product but i am really unhappy with the price.by one week of my purchase the price has been dropped by 1000rs..now i m thinking i could have waited for some more time.,1.0
Excellent delivery time and product quality,1.0
"Best price and super fast delivery. Need not to say anything else, as we all know it's apple. Had HTC one which is also a good phone but android is no match for iOS. Apple is just perfect. Picture to show how perfect wallpaper it makes my iPad back look.",1.0
Very good delivery and the box was totally sealed and i got a brand new iphone.Before placing the the order i was little worried that what i will do if it came damaged.but it working very good since i had got it.,1.0
